9952166141001401,.b10578602,Letters from an actor [by] William Redfield.,"New York, Viking Press [1967]"
9952166142101401,.b10575662,"Creative theatre, by Roy Mitchell; with seventeen geometrical projections in wood-block by Jocelyn Taylor.","New York, The John Day Company [c1929]"
9952166243901401,.b10586866,"Immortal shadows, a book of dramatic criticism.","New York, Scribner's Sons, 1948."
9952166555101401,.b10656558,Masters of the drama.,"New York, Dover Publications, 1945 [c1940]"
9952166565101401,.b10656017,"The continental drama of to-day; outlines for its study, suggestions, questions, biographies, and bibliographies for use in connection with the study of the more important plays, by Barrett H. Clark.","New York, H. Holt and company [c1914.]"
9952166567601401,.b10655712,"The playwright as thinker, a study of drama in modern times ...","New York City, Reynal & Hitchcock [1946]"
9952166647601401,.b10626104,Literary friends and acquaintance : a personal retrospect of American authorship / by W. D. Howells.,"New York : Harper & brothers, 1900."
9952166679601401,.b10650283,"The heroic age, by H. Munro Chadwick ...","Cambridge, University Press, 1912."
9952166791901401,.b10675607,Sensuous pessimism; Italy in the work of Henry James.,"Bloomington, Indiana University Press [1973]"
9952166803201401,.b10661748,La novela corta en la teoria y en la creacion literaria; notas para la historia de su antinomia en las literaturas romanicas. Version española de Rafael de la Vega.,"Madrid, Gredos [1972]"
9952166806701401,.b10661359,"Superlatives, by Grant C. Knight...","New York, A. A. Knopf, 1925."
9952166818001401,.b10659742,"The modern confessional novel, by Peter M. Axthelm.","New Haven, Yale University Press, 1967."
9952166820601401,.b10659602,Drama from Ibsen to Brecht.,"London, Chatto & Windus, 1968."
9952166821701401,.b10663009,"Tres inventores de realidad; Stendhal, Dostoyevski, Perez Galdos.","Mexico, Impr. Universitaria, 1955."
9952166848301401,.b10657393,"Iconoclasts, a book of dramatists: Ibsen, Strindberg, Becque, Hauptmann, Sudermann, Hervieu, Gorky, Duse and d'Annunzio, Maeterlinck and Bernard Shaw.","New York, Scribner, 1905."
9952166891601401,.b10672539,"Metamora & other plays, by John Augustus Stone [and others] ... Edited by Eugene R. Page.","Princeton, N.J., Princeton University Press, 1941."
9952166905201401,.b10676442,Melville.,"New York, Sheed & Ward, 1949."
9952166913301401,.b10673040,American playwrights: 1918-1938; the theatre retreats from reality; with a preface by John Gassner.,"New York, Simon and Schuster [c1938]"
9952166955001401,.b1070582x,"Atlantic harvest; memoirs of the Atlantic, wherein are to be found stories, anecdotes, and opinions, controversial and otherwise; together with a variety of matter, relevant and irrelevant, accompanied by certain obdurate convictions. Comp. by Ellery Sedgwick.","Boston, Little, Brown, 1947."
9952166961601401,.b10698528,Books and their writers by S.P.B. Mais ...,"London G. Richards ltd., 1920"
9952166969601401,.b10707475,"Forty-odd years in the literary shop, by James L. Ford.","New York, E. P. Dutton Co. [c1921]"
9952166978801401,.b10699788,"Readings in English prose of the nineteenth century, ed. by Raymond Macdonald Alden ...","Boston, New York [etc.] Houghton Mifflin Company [c1917]"
9952166985101401,.b10701199,"Native American humor, edited by James R. Aswell, illustrated by Leo Hershfield.","New York, London, Harper & Brothers [1947]"
9952166988701401,.b10699235,"The Georgian scene; a literary panorama, by Frank Swinnerton.","New York, Farrar & Rinehart [c1934]"
9952167060701401,.b10700754,"Speeches and literary contributions at fourscore and four, by Chauncey M. Depew.","New York, 1918."
9952167071301401,.b10703056,Mr. Dooley in peace and in war.,"Boston : Small, Maynard & Company, 1899."
9952167077301401,.b10706240,"Representative selections, with introduction, bibliography, and notes, by Tremaine McDowell.","New York, American Book Co. [1935]"
9952167107401401,.b10689242,Literature and life; studies by W. D. Howells...,"New York, London, Harper & brothers, 1902."
9952167164801401,.b10717961,The lost travellers; a romantic theme with variations.,[London] Longmans [1962]
9952167209701401,.b10710772,"Representative selections, with introduction, bibliography, and notes by Wilbur L. Schramm ...","New York, Cincinnati [etc.] American Book Company [c1938]"
9952167229501401,.b10711879,The poems and prose sketches of James Whitcomb Riley ...,"New York, C. Scribner's Sons, 1897-1914."
9952167232101401,.b10711703,"Papers, selected and edited by C. Harvey Gardiner.","Urbana, University of Illinois Press, 1964."
9952167338501401,.b10709940,The mortgaged heart. Edited by Margarita G. Smith.,"Boston, Houghton Mifflin, 1971."
9952167344201401,.b10715459,"The eighteen-nineties, a period anthology in prose and verse. With an introd. by John Betjeman.","London, Richards Press [1948]"
9952167347201401,.b10715149,"Fifty modern English writers, presented by W. Somerset Maugham.","Garden City, N.Y., Doubleday, Doran, 1934 [c1933]"
9952168461501401,.b10853297,"Pilot project, India : the story of rural development at Etawah, Utar Pradesh / by Albert Mayer and associates; in collabortion with McKim Marriott and Richard L. Park; with a foreward by Pandit Gouind Ballabh Pant.","Berkeley ; Los Angeles : University of California Press, 1958."
9952168485501401,.b10858969,A sailor's sketch of the Sacramento Valley in 1842. With an introd. and notes by Ferol Egan.,"[Berkeley, Calif.] Friends of the Bancroft Library, 1971."
9952169136201401,.b10928182,The way of the South : toward the regional balance of America / by Howard W. Odum.,"New York : Macmillan Co., c1947."
9952170139101401,.b1125340x,"An introduction to English Medieval literature, by Charles Sears Baldwin.","New York [etc.] Longmans, Green, and co., 1914."
9952170640001401,.b11299873,Mahomet and his successors. Edited by Henry A. Pochmann and E. N. Feltskog.,"Madison, University of Wisconsin Press, 1970."
9952170987501401,.b11354434,Incidents on land and water [by] Mrs. D.B. Bates.,"New York, Arno Press, 1974, c1857."
9952172600601401,.b11074528,"Explorations; essays in criticism, mainly on the literature of the seventeenth century, by L.C. Knights.",[New York] G. W. Stewart [c1947]
9952173658001401,.b11456607,"Yesterday's people; life in contemporary Appalachia, by Jack E. Weller.",[Lexington] University of Kentucky Press [1965]
9952173664801401,.b11455901,"I'll take my stand; The South and the agrarian tradition, by twelve southerners.","New York, London, Harper, 1930."
9952173675301401,.b11454830,"A loiterer in New York; discoveries made by a rambler through obvious yet unsought highways and byways, by Helen W. Henderson. With a preface by Paul W. Bartlett.","New York, Doran [c1917]"
9952173802501401,.b11467241,"The continent of opportunity; the South American republics--their history, their resources, their outlook. Together with a traveller's impressions of present day conditions, by Francis E. Clark ...","New York, Chicago [etc.] F.H. Revell Company [c1907]"
9952173823401401,.b11459220,"Monterey Peninsula, compiled by workers of the Writers' program of the Work projects administration in northern California sponsored by California state department of education.","Stanford University, Calif., J.L. Delkin [c1941]"
9952173839301401,.b11463855,"Alaska silver, another Mont Hawthorne story.","New York, Macmillan, 1951."
9952173861001401,.b11481468,Ruta cultural del Peru.,"Mexico, Fondo de cultura economica [1945]"
9952173887701401,.b11480713,"Hasta la vista; or A postcard from Peru, by Christopher Morley.","Garden City, N. Y., Doubleday, Doran & company. inc., 1935."
9952173912301401,.b11465098,The all-American front.,"Garden City, N.Y., Doubleday, Doran, 1941."
9952174573801401,.b11571627,The flush times of Alabama and Mississippi. A series of sketches. By Joseph G. Baldwin.,"New York [etc.] D. Appleton and Co., 1853."
9952174574701401,.b11571524,"Palmetto country, by Stetson Kennedy.","New York, Duell, Sloan & Pearce [1942]"
9952174575201401,.b11571469,Florida; a guide to the southernmost state. Compiled and written by the Federal writers' project of the Work projects administration for the State of Florida... Sponsored by state of Florida Department of public instruction.,"New York, Oxford university press [1944]"
9952174587201401,.b11570611,"Black yeomanry; life on St. Helena island, by T. J. Woofter, Jr.","New York, H. Holt and company [c1930]"
9952174670901401,.b11578130,The cattle kings.,"Bloomington, Indiana University Press [1961]"
9952174679601401,.b11576200,"The Sangamon, by Edgar Lee Masters, illustrated by Lynd Ward.","New York, Toronto, Farrar & Rinehart, incorporated [1942]"
9952174762701401,.b11592163,"On the trail of a Spanish pioneer; the diary and itinerary of Francisco Garces (missionary priest) in his travels through Sohora, Arizona, and California, 1775-1776; translated from an official contemporaneous copy of the original Spanish manscript, and ed., with copious critical notes, by Elliott Goues ...","New York, F. P. Harper, 1900."
9952174800001401,.b11587878,"The old Santa Fe trail, by Stanley Vestal ...","Boston, Houghton Mifflin Company, 1939."
9952174804801401,.b11587386,"Journal of a trapper; edited from the original manuscript in the William Robertson Coe Collection of Western Americana in the Yale University Library. With a biography of Osborne Russell and maps of his travels while a trapper in the Rocky Mountains, by Aubrey L. Haines.","[Portland] Oregon Historical Society, 1955."
9952174989501401,.b11606861,"California, an intimate guide, by Aubrey Drury.","New York and London, Harper & brothers, 1935."
9952175217201401,.b11626574,Neighbors; the social contract in a Castilian hamlet.,"Chicago, University of Chicago Press [1970]"
9952175461901401,.b11646251,Mexican-Americans of south Texas.,"New York, Holt, Rinehart and Winston [1964]"
9952175515901401,.b11627359,"Revolution in a Chinese village, Ten Mile Inn; by Isabel and David Crook.","London, Routledge and Paul [1959]"
9952175532401401,.b11648843,"An hypothesis of population growth, by Ezra Bowen ...","New York, Columbia University Press; London, P.S. King & Son, ltd., 1931."
9952175534301401,.b1162727x,Social change in a peripheral society : the creation of a Balkan colony / Daniel Chirot.,"New York : Academic Press, c1976."
9952175574101401,.b11648132,Urban and regional development planning : policy and administration / Dennis A. Rondinelli.,"Ithaca, N.Y. : Cornell University Press, 1975."
9952175574301401,.b11647589,"Models in the policy process : public decision making in the computer era / Martin Greenberger, Matthew A. Crenson, Brian L. Crissey.","New York : Russell Sage Foundation : [distributed by Basic Books], c1976."
9952175610801401,.b11651763,Statistics of women at work.,"Govt. print. off., 1907."
9952175627001401,.b11634467,Industrialization in Mexico; old villages and a new town [by] Frank C. Miller.,"Menlo Park, Calif., Cummings Pub. Co. [1973]"
9952175631101401,.b11650011,"Abstract of the twelfth census of the United States, 1900.","Washington : Govt. Print. Off., 1904."
9952175648601401,.b11649914,"Compendium of the tenth census (June 1, 1880) / compiled pursuant to an act of Congress approved August 7, 1882.","Washington, : Govt. print. off., 1883."
9952175708501401,.b11637262,The American as reformer.,"Cambridge, Harvard University Press, 1950."
9952175712301401,.b11637067,"Recent social trends in the United States; report of the President's research committee on social trends, with a foreword by Herbert Hoover ...","New York, London, McGraw-Hill Book Company, inc., 1933."
9952175719201401,.b11628637,Caste and the economic frontier; a village in highland Orissa.,[Manchester] Manchester University Press [1957]
9952175752601401,.b11627116,Rainbow in the rock; the people of rural Greece [by] Irwin T. Sanders.,"Cambridge, Harvard University Press, 1962."
9952175863801401,.b11685189,A north Wales village; a social anthropological study.,"London, Routledge & Paul [1964]"
9952176305201401,.b11684185,"Charles Booth on the city: physical pattern and social structure. Selected writings, edited, and with introd., by Harold W. Pfautz.","Chicago, University of Chicago Press [1967]"
9952160866601401,.b10019613,"The Kingdom of the Scots: government, church, and society from the eleventh to the fourteenth century [by] G. W. S. Barrow.","New York, St. Martin's Press [1973]"
9952161473101401,.b10035291,Henry James and the experimental novel / Sergio Perosa.,"Charlottesville : University Press of Virginia, 1978."
9952161728301401,.b10044334,Vulnerable people : a view of American fiction since 1945 / Josephine Hendin.,"New York : Oxford University Press, 1978."
9952161780101401,.b10080119,A time for truth / William E. Simon.,"New York : Reader's Digest Press, c1978."
9952161834901401,.b1007935x,The world of John Cleaveland : family and community in eighteenth-century New England / Christopher M. Jedrey.,"New York : Norton, c1979."
9952162115401401,.b10098112,"Indiana as seen by early travelers; a collection of reprints from books of travel, letters and diaries prior to 1830, selected and edited by Harlow Lindley.","Indianapolis, Indiana historical commission, 1916."
9952162341701401,.b10110550,The echoing green : memories of Victorian youth.,"New York : Viking Press, 1974."
9952163024901401,.b10217939,Latin American civilization.,"Boston, Houghton Mifflin [1974]"
9952163522101401,.b10261370,"The Oxford literary guide to the British Isles / compiled and edited by Dorothy Eagle, Hilary Carnell.","Oxford : Clarendon Press, 1977."
9952163723601401,.b10288387,Two plays/ by Douglas Turner Ward ; introd. by Sheila A. Rush.,"New York : Third Press, [1971, c1966]"
9952163792701401,.b10313503,An introduction to the French theatre / Peter D. Arnott.,"Totowa, N.J. : Rowman and Littlefield, 1977."
9952163945301401,.b10304691,The adventures of Captain Bonneville / edited by Robert A. Rees and Alan Sandy.,"Boston : Twayne Publishers, 1977."
9952163978301401,.b10350949,The mythopoeic reality : the postwar American nonfiction novel / Masud Zavarzadeh.,"Urbana : University of Illinois Press, c1976."
9952165562401401,.b10544951,Modernes Welttheater ; Lichter und Reflexe.,"Bremen, C. Schunemann [c1956]"
9952166111301401,.b10578572,Theater East and West; perspectives toward a total theater.,"Berkeley, University of California Press, 1967."
9952166670201401,.b10660124,"The novel and its changing form; essays, selected and edited with an introd. by R. G. Collins.","Winnipeg, University of Manitoba Press [1972]"
9952166678201401,.b10650362,The great poets and the meaning of life.,"Boston, Houghton Mifflin Company, 1937."
9952166681901401,.b10651858,"Dramatic essays of the neoclassic age, edited by Henry Hitch Adams and Baxter Hathaway.","New York, B. Blom [1965, c1950]"
9952166773601401,.b10670671,"The eve of St. Mark, a play in two acts, by Maxwell Anderson.","Washington, D.C., Anderson house, 1942."
9952166786701401,.b10675991,"Melville's Mardi, a chartless voyage.","New Haven, Yale University Press, 1952."
9952166789801401,.b10675814,Twentieth century interpretations of Arrowsmith; a collection of critical essays. Edited by Robert J. Griffin.,"Englewood Cliffs, N.J., Prentice-Hall [1968]"
9952166799301401,.b1066094x,"The appropriate form; an essay on the novel, by Barbara Hardy.","[Evanston, Ill.] Northwestern University Press, 1971 [c1970]"
9952166814501401,.b1065995x,"Perspectives on fiction, edited by James L. Calderwood and Harold E. Toliver.","New York, Oxford University Press, 1968."
9952166823101401,.b10659481,The flower and the castle; an introduction to modern drama.,"New York, Grosset & Dunlap [1966, c1963]"
9952166849701401,.b10657241,"The drama of savage peoples, by Loomis Havemeyer ...","New Haven, Yale university press; [etc., etc.] 1916."
9952166861801401,.b10678347,"The foreground of American fiction, by Harry Hartwick.","New York, Cincinnati [etc.] American Book Co. [c1934]"
9952166889701401,.b10674573,"Nathaniel Hawthorne, how to know him, by George Edward Woodberry ...","Indianapolis, The Bobbs-Merrill company [c1918]"
9952166965901401,.b10702209,"""Speaking of operations--"" by Irvin S. Cobb ... illustrations by Tony Sarg.","New York, George H. Doran Company [c1915]"
9952166967201401,.b10707748,The bagatelles from Passy. Text and facsimile.,"New York, Eakins Press [1967]"
9952166998001401,.b10695151,The dramatic works of Bayard Taylor. With notes by Marie Hansen-Taylor.,"Boston, Houghton, Mifflin, 1880."
9952167004101401,.b10690645,"Shelburne essays, by Paul Elmer More.","New York and London, G. P. Putnam's sons, 1906."
9952167004501401,.b10690608,"Shelburne essays, by Paul Elmer More.","New York and London, G. P. Putnam's sons, 1905."
9952167023801401,.b10685145,"The cross-stitch heart, and other plays ... by Rachel Field ...","New York, C. Scribner's Sons, 1927."
9952167071701401,.b10703020,Mr. Dooley's opinions.,"New York, R. H. Russell, 1901."
9952167072701401,.b10702970,Nowhere near Everest. Illustrated by Virgil F. Partch.,"New York, Knopf, 1955."
9952167084801401,.b10705454,The wit and humor of colonial days.,"New York, F. Ungar Pub. Co. [1960]"
9952167085101401,.b10705417,"Horse sense in American humor, from Benjamin Franklin to Ogden Nash, by Walter Blair.","Chicago, Ill., University of Chicago press [1942]"
9952167090401401,.b10694134,"Florence Nightingale; a drama, by Edith Gittings Reid.","New York, The Macmillan Company, 1922."
9952167126301401,.b10694596,Study out the land; essays by T.K. Whipple.,"Berkeley, Los Angeles, University of Californis Press, 1943."
9952167126801401,.b10694523,"Opinions, by Claude Washburn.","New York, E. P. Dutton and company [1926]"
9952168375001401,.b10853893,Without Marx or Jesus; the new American Revolution has begun. With an afterword by Mary McCarthy. Translated by J.F. Bernard.,"Garden City, N.Y., Doubleday [1971]"
9952171732301401,.b10958356,The college novel in America / John O. Lyons ; with a preface by Harry T. Moore.,"Carbondale : Southern Illinois University Press, c1962(1968 printing)."
9952172527101401,.b11054815,Backgrounds to medieval English literature [by] Robert W. Ackerman.,"New York, Random House [c1966]"
9952172885301401,.b11112451,"The Ashley-Smith explorations and the discovery of a central route to the Pacific, 1822-1829 : with the original journals / edited by Harrison Clifford Dale.","Cleveland : Arthur H. Clark, 1918."
9952172885801401,.b11112372,"The rise of the new South, by Philip Alexander Bruce.","Philadelphia, Printed for subscribers only by G. Barrie & Sons [c1905]"
9952172908901401,.b11110193,"The official guidebook of Colonial Williamsburg; containing a brief history of the city and descriptions of more than one hundred dwelling-houses, shops & public buildings. Also a large guide-map.","Williamsburg [Va.] Printed for Colonial Williamsburg, 1951."
9952173150501401,.b11126243,"A miscellany of the wits: select pieces by William King, John Arbuthnot, and other hands. With an introduction by K. N. Colvile.","London, P. Allen & Co. 1920."
9952173606401401,.b11386150,"Letters / Washington Irving ; edited by Ralph M. Aderman, Herbert L. Kleinfield, and Jenifer S. Banks.","Boston : Twayne, 1978."
9952173653401401,.b11450976,"Joseph Quincy Adams memorial studies / edited by James G. McManaway, Giles E. Dawson [and] Edwin E. Willoughby.","Washington : Folger Shakespeare Library, 1948."
9952173819101401,.b11462371,"The Columbia River, its history, its myths, its scenery, its commerce, by William Denison Lyman, with 80 illustrations and a map.","New York, London G. P. Putnam, 1909."
9952173824101401,.b11459153,"Monterey, the presence of the past.","San Francisco, Chronicle Books [1972]"
9952173828801401,.b11462954,"Alaska, our northern wonderland, by Frank G. Carpenter ... with 123 illustrations from original photographs and two maps in colour.","Garden City, N.Y., Doubleday, Page & co., 1923."
9952173833301401,.b11464197,Daughter of the Gold Rush [by] Klondy Nelson with Corey Ford.,"New York, Random House [1958]"
9952173908001401,.b11465578,"South America; observations and impressions, by James Bryce ...","New York, The Macmillan Company, 1912."
9952173938401401,.b11468397,"Good neighbors; Argentina, Brazil, Chile & seventeen other countries, by Hubert Herring.","New Haven, Yale University Press; London, H. Milford, Oxford University Press, 1941."
9952174018501401,.b11481109,The first forty years of Washington society in the family letters of Margaret Bayard Smith. Edited by Gaillard Hunt.,"New York, F. Ungar Pub. Co. [1965]"
9952174564501401,.b11569566,"Mount Vernon, its owner and its story. by Harrison Howell Dodge, including his personal recollections after continuous service since 1885 as resident custodian of Washington's home on the Potomac, edited and arranged by Edwin Bateman Morris, with an introduction by Owen Wister: 31 illustrations.","Philadelphia & London, J. B. Lippincott company, 1932"
9952174581801401,.b11568926,"A journey to the land of Eden, and other papers, by William Byrd.","New York, Macy-Masius, 1928."
9952174675101401,.b11574227,"Ozark country, by Otto Ernest Rayburn.","New York, Duell, Sloan & Pearce [c1941]"
9952174680401401,.b11576091,The valley of shadows.,"Boston, Houghton Mifflin Co., 1948."
9952174817101401,.b11590014,Sky determines.,"Albuquerque, Univ. of New Mexico Pr., c. 1948]."
9952174846901401,.b11575190,Midwest at noon.,"Chicago, University of Chicago press [1946]"
9952174849301401,.b11574902,Main Street on the middle border.,"Bloomington, Indiana University Press, 1954."
9952174898601401,.b11592813,"Crossing the plains, day of '57; a narrative of early emigrant travel to California by the ox-team method, by Wm. Audley Maxwell.","[San Francisco, Sunset publishing house, 1915]"
9952174899701401,.b11592679,Writers in crisis; the American novel: 1925-1940.,"Boston, Houghton Mifflin Company [1942]"
9952174942501401,.b11581803,"Covered wagon days; a journey across the plains in the sixties, and pioneer days in the Northwest; from the private journals of Albert Jerome Dickson, edited by Arthur Jerome Dickson.","Cleveland, The Arthur H. Clark company, 1929."
9952174987601401,.b11607075,"A Navy surgeon in California, 1846-1847; the journal of Marius Duvall. Edited by Fred Blackburn Rogers.","San Francisco, J. Howell, 1957."
9952174999201401,.b11609643,High Sierra country.,"New York, Duell, Sloan and Pearce [1955]"
9952175455101401,.b11646962,The coming explosion in Latin America.,"New York, D. McKay Co. [1963]"
9952175457301401,.b1163523x,"Did you ever see a dream walking? American conservative thought in the twentieth century. Edited by William F. Buckley, Jr.","Indianapolis, Bobbs-Merrill [1970]"
9952175506501401,.b11648995,"Plenty of people; the world's population pressures, problems and policies and how they concern us.","New York, Ronald Press Co. [1948]"
9952175590101401,.b11631752,Hindu society at cross roads.,"New York, Asia Pub. House [1961]"
9952175709201401,.b11637201,Abundance for what? And other essays.,"Garden City, N.Y., Doubleday, 1964."
9952175722501401,.b1163571x,The white majority; between poverty and affluence.,"New York, Random House [1971, c1970]"
9952175861601401,.b11685402,"Education in Rebhausen, a German village [by] Richard L. Warren.","New York, Holt, Rinehart and Winston [1967]"
9952176149101401,.b11684732,English landed society in the eighteenth century.,"London, Routledge and Paul [1963]"
9952176309101401,.b11683995,"Inis Beag, isle of Ireland, by John C. Messenger.","New York, Holt, Rinehart, and Winston [1969]"
9952161519401401,.b10020329,The ways of the world : comedy and society / by Robert Bechtold Heilman.,"Seattle : University of Washington Press, c1978."
9952161802601401,.b10067085,Comic drama : the European heritage / edited by W. D. Howarth.,"New York : St. Martin's Press, 1979, c1978."
9952161838201401,.b1006140x,A literary tour guide to the United States : South and Southwest / by Rita Stein.,"New York : Morrow, c1979."
9952162006101401,.b10107460,On Golden Pond : a play / by Ernest Thompson.,"New York : Dodd, Mead, c1979."
9952162055701401,.b10109250,Theatre practice / by Stark Young.,"New York : C. Scribner's Sons, c1926."
9952162303201401,.b10130779,Modern American drama : a study in myth and tradition / N. S. Pradhan.,"New Delhi : Arnold-Heinemann, 1978."
9952162389801401,.b10160528,Toward a Democratic left : a radical program for a new majority.,"Baltimore, Maryland : Penguin Books, 1969."
9952162693501401,.b10191884,Social control for the 1980s : a handbook for order in a democratic society / edited by Joseph S. Roucek.,"Westport, Conn. : Greenwood Press, 1978."
9952162737301401,.b10174874,"Come over to Macedonia ; the story of a ten-year adventure in uplifting a war-torn people,by Harold B. Allen.","New Brunswicks [N.Y.] Rutgers university press, 1943."
9952162802101401,.b10189075,"Micros : a pervasive force : a study of the impact of microelectronics on business and society, 1946-1990 / Michael Orme.","New York : Halsted Press/Wiley, 1979."
9952163239701401,.b1024363x,"The lively years, 1920-1973 [by] Brooks Atkinson and Albert Hirschfeld.","New York, Association Press [1973]"
9952163358301401,.b10281666,Dictionnaire biographique des comediens francais du XVIIe siecle; suivi d'un inventaire des troupes (1590-1710) d'apres des documents inedits.,"Paris, Centre national de la recherche scientifique, 1961."
9952163401601401,.b10271466,Educated lives : the rise of modern autobiography in America / Thomas Cooley.,"Columbus : Ohio State University Press, c1976."
9952163445001401,.b1026419x,A government as good as its people / by Jimmy Carter.,"New York : Simon and Schuster, c1977."
9952163473901401,.b10269113,A hoard for winter.,"New York : Columbia Univ. Press, 1962."
9952163772101401,.b10325517,Knaves and swindlers; essays on the picaresque novel in Europe. Edited by Christine J. Whitbourn.,"London, New York, University of Hull by Oxford University Press, 1974."
9952164745101401,.b10406001,Later medieval English prose.,"New York, Appleton-Century-Crofts [1963]"
9952166083001401,.b10585680,"The wallet of time; containing personal, biographical, and critical reminiscence of the American theatre, by William Winter ...","New York, Moffat, Yard and Company, 1913."
9952166084601401,.b10585515,"Early English stages, 1300 to 1660.","London, Routledge and Paul; New York, Columbia University Press, 1959-<1981   >"
9952166566301401,.b10655876,The theatre of revolt : an approach to the modern drama / Robert Brustein.,"Boston : Little, Brown, and Company, 1964."
9952166674801401,.b10649529,Intellectual America; ideas on the march [by] Oscar Cargill.,"New York, The Macmillan Company, 1941."
9952166681701401,.b10651871,"The drama to-day, by Charlton Andrews.","Philadelphia, London, J.B. Lippincott Company, 1913."
9952166692701401,.b10657861,Poetik der Tragodie.,"Bern, Francke [1958]"
9952166694001401,.b10657745,"The modern drama; an essay in interpretation, by Ludwig Lewisohn ...","New York, B.W. Huebsch, 1915."
9952166768501401,.b10675425,"Henry James, man and author, by Pelham Edgar.","Boston New York, Houghton Mifflin company, 1927."
9952166769001401,.b10675371,The novels of Henry James.,"New York, Hafner Pub. Co., 1971 [c1961]"
9952166784101401,.b10671183,"Tomorrow and tomorrow, a play by Philip Barry.","New York,Los Angeles, S French;London,S. French,Ltd., 1931"
9952166829801401,.b10662194,"A history of story-telling; studies in the development of narrative. With 27 ports. by J. Gavin. London, T. C. & E. C. Jack, 1909.","London, T.C. & E.C. Jack, 1909."
9952166849901401,.b10657216,"Conversations on contemporary drama, by Clayton Hamilton ... a series of nine lectures, delivered in Earl hall, at Columbia university, from February 11 to April 7, 1924.","New York, The Macmillan company, 1924."
9952166851001401,.b10657083,"The use of the drama, by Harley Granville-Barker.","Princeton, Princeton University Press, 1945."
9952166857201401,.b10678669,"The American novel to-day; a social and psychological study, by Regis Michaud.","Boston, Little, Brown, and Company, 1928."
9952166926701401,.b10677082,Harry Leon Wilson.,"Press of Western Reserve University, 1963."
9952166927501401,.b10677008,Twentieth century interpretations of Miss Lonelyhearts; a collection of critical essays. Edited by Thomas H. Jackson.,"Englewood Cliffs, N.J., Prentice-Hall [1971]"
9952166936901401,.b10659353,"The development of dramatic art, by Donald Clive Stuart ...","New York, London, D. Appleton and Company, 1928."
9952166958801401,.b10698681,"Studies in Shakespeare, Milton, and Donne, by members of the English department of the University of Michigan.","New York, The Macmillan company; London, Macmillan & company, limited, 1925."
9952166966101401,.b10702180,"Cobb's cavalcade, a selection from the writings of Irvin S. Cobb, edited with an introduction by B. D. Zevin.","Cleveland, New York, The World Publishing Company [1945]"
9952166974401401,.b10704759,"Soap behind the ears, by Cornelia Otis Skinner; drawings by Alajalov.","New York, Dodd, Mead & Company, 1941."
9952166984001401,.b10701308,After 1903--what?,"Harper & brothers, 1938."
9952167000801401,.b10694973,"The sentinels & other plays, by Richard Penn Smith; edited by Ralph H. Ware and H. W. Schoenberger.","Princeton, N. J., Princeton university press, 1941."
9952167052001401,.b1067813x,Fiction of the forties.,"Chicago, University of Chicago Press [1963]"
9952167057701401,.b10701072,"Letters to a niece and Prayer to the Virgin of Chartres, by Henry Adams, with A niece's memories by Mabel La Farge.","Boston, New York, Houghton Mifflin Company, 1920."
9952167089301401,.b10694249,"The school of life, by Henry van Dyke.","New York, C. Scribner's Sons, 1905."
9952167094001401,.b1069769x,"Portraits and sketches, by Edmund Gosse.","London, Heinemann [c1912]"
9952167120001401,.b10693518,Marlowe. A drama in five acts. By Josephine Preston Peabody.,"Boston, Houghton, Mifflin, 1901."
