9952160796201401,.b1002301x,The theory and practice of socialism.,Random House,[c1936]
9952176103401401,.b1169970x,Food in India : an analysis of the prospects for self-sufficiency by 1975-76 / R. P. Sinha.,"Indian Branch, Oxford University Press,",1961.
9952176119301401,.b11691724,"Banking and business, by H. Parker Willis and George W. Edwards.",Harper,[1925]
9952176122701401,.b11691554,"The early history of banking in England, by R.D. Richards.","P.S. King & son, Ltd.,",1929.
9952176127701401,.b1169063x,"Money, credit & commerce, by Alfred Marshall.","Macmillan & Co., limited,",1923.
9952176173701401,.b1172884x,History of the Royal Dutch.,"Brill,",1953-57.
9952176270901401,.b11720943,Labor economics and institutions.,Macmillan,[1961]
9952176304101401,.b11710007,Economic growth and structure; selected essays [by] Simon Kuznets.,Norton,[1965]
9952176400501401,.b11717713,"The closing of the public domain: disposal and reservation policies, 1900-50.",Stanford University Press [1951],
9952176403801401,.b11726568,Private pressure on public law; the legal career of Justice Thurgood Marshall [by] Randall W. Bland.,"Kennikat Press,",1973.
9952176454501401,.b1171895x,My land is dying [by] Harry M. Caudill.,"E. P. Dutton,",1971.
9952176455301401,.b11718870,Arid lands in transition; [papers] Edited by Harold E. Dregne.,[American Association for the Advancement of Science],1970.
9952176456101401,.b11718791,"Energy and U.S. foreign policy [by] Joseph A. Yager and Eleanor B. Steinberg, with Barry M. Blechman [and others]",Ballinger Pub. Co.,[1974]
9952176457801401,.b11718626,"Ecology, pollution, environment [by] Amos Turk, Jonathan Turk [and] Janet T. Wittes.","Saunders,",1972.
9952176463301401,.b11735727,"Planning eXtreme programming / Kent Beck, Martin Fowler ; illustrated by Jennifer Kohnke ; [foreword by Tom DeMarco].","Addison-Wesley,",c2001.
9952176484401401,.b11731734,"The history and problems of organized labor, by Frank Tracy Carlton.",D. C. Heath & company,[c1920]
9952176503001401,.b11732477,The enemy within.,Harper,[1960]
9952176527601401,.b11733500,"Hot oil; the problem of petroleum, by Samuel B. Pettengill ... with an introduction by William P. Cole, jr.","Economic Forum Co., incorporated,",1936.
9952176530601401,.b11733330,"Teachers, administrators, and collective bargaining [by] Edward B. Shils [and] C. Taylor Whittier.",T. Y. Crowell Co.,[1968]
9952176866201401,.b11863742,The essential guide to user interface design : an introduction to GUI design principles and techniques / Wilbert O. Galitz.,"Wiley Computer Pub.,",c2002.
9952177038101401,.b11826277,Programming languages : concepts and constructs / Ravi Sethi.,"Addison-Wesley,",c1996.
9952177385701401,.b11927100,The art of assembly language / by Randall Hyde.,"No Starch Press,",2003.
9952177569801401,.b13752893,"The little Schemer / Daniel P. Friedman, Matthias Felleisen ; drawings by Duane Bibby ; foreword by Gerald J. Sussman.","MIT Press,",c1996.
9952177895601401,.b11988435,"The SAGE handbook of qualitative research / edited by Norman K. Denzin, Yvonna S. Lincoln.","Sage Publications,",c2005.
9952178092301401,.b12038441,Electronic brains : stories from the dawn of the computer age / Mike Hally.,"Joseph Henry Press,",c2005.
9952179637401401,.b13902222,Networks : an introduction / M.E.J. Newman.,"Oxford University Press,",2010.
9952179932201401,.b18014549,"Cloud computing : concepts, technology, & architecture / Thomas Erl, Zaigham Mahmood and Richardo Puttini.","Prentice Hall,",[2013]
9952181068801401,.b16014765,Research beyond borders : multidisciplinary reflections / edited by Lise-Hélène Smith and Anjana Narayan.,"Lexington Books,",c2012.
9952181151201401,.b15387756,"Java puzzlers : traps, pitfalls, and corner cases / Joshua Bloch, Neal Gafter.","Addison-Wesley,",c2005.
9952181507101401,.b17722032,"The app generation : how today's youth navigate identity, intimacy, and imagination in a digital world / Howard Gardner and Katie Davis.","Yale University Press,",[2013]
9952160781001401,.b10029035,"German National Socialism, 1919-1945. Translated from the German by Kurt Rosenbaum and Inge Pauli Boehm.",Clio Press,[1966]
9952160788801401,.b10001554,"Newsprint: producers, publishers, political pressures. Including the text of Print paper pendulum; group pressures and the price of newsprint.",Rutgers University Press,[1960]
9952160789301401,.b10001499,"The growth of manufactures 1899 to 1923. A study of indexes of increase in the volume of manufactured products, by Edmund E. Day and Woodlief Thomas ...","U.S. Govt. Print. Off.,",1928.
9952160802601401,.b10021048,"The socialism of our times; a symposium by Harry Elmer Barnes, Stuart Chase, Paul H. Douglas ... and others.  Edited by Harry W. Laidler and Norman Thomas.","The Vanguard press, League for industrial democracy",[c1929]
9952160805401401,.b10020755,"Russian radicals look to America, 1825-1894.","Greenwood Press,","1968, c1947]"
9952160855601401,.b10026939,Dilemmas of progress in tsarist Russia : legal Marxism and legal Populism / Arthur P. Mendel.,"Harvard University Press,",1961.
9952160870801401,.b10025790,Change in Communist systems. Contributors: Jeremy R. Azrael [and others] Edited by Chalmers Johnson.,"Stanford University Press,",1970.
9952161352901401,.b10033762,Trusts and estate taxation [by] Gerald R. Jantscher.,Brookings Institution,[1967]
9952161365901401,.b1003397x,Tax credits and intergovernmental fiscal relations.,Brookings Institution,[1962]
9952161366501401,.b10033907,Tax-exempt securities and the surtax / by Charles O. Hardy.,"Macmillan,",1926.
9952161366801401,.b10033877,Readings on taxation in developing countries. Edited by Richard Bird and Oliver Oldman.,"Johns Hopkins Press,",1964.
9952161376201401,.b10031583,The alternative; communal life in new America. Photographed by Dennis Stock. Designed by Will Hopkins.,Macmillan,[1970]
9952161432501401,.b10027300,"I led 3 lives: citizen, ""Communist,"" counterspy.",McGraw-Hill,[1952]
9952161493301401,.b10032320,"Public finances: needs, sources, and utilization; a conference of the Universities-National Bureau Committee for Economic Research.","Princeton University Press,",1961.
9952161493701401,.b10032265,The theory of fiscal economics.,"University of California Press,",1954.
9952161511501401,.b10027956,The Rosa Luxemburg contraceptives cooperative; a primer on Communist civilization.,Macmillan,"[1971, c1972]"
9952161516201401,.b10020512,The teaching of Charles Fourier [by] Nicholas V. Riasanovsky.,"University of California Press,",1969.
9952161523401401,.b10024098,European communism.,Harper,[1953]
9952161523701401,.b10024062,Communism and revolution; the strategic uses of political violence. Edited by Cyril E. Black and Thomas P. Thornton.,"Princeton University Press,",1964.
9952161543501401,.b10025431,World communism: key documentary material.,Van Nostrand,[c1962]
9952161582201401,.b1006154x,"International commercial policies, with special reference to the United States; a text-book, by George Mygatt Fisk and Paul Skeels Peirce.","Macmillan,",1923.
9952161584201401,.b10060078,"The internal debts of the United States, edited by Evans Clark ... assisted by George B. Galloway.","Pub. for Twentieth century fund, inc., The Macmillan company,",1933.
9952161696401401,.b10045144,"Energy resources / J. T. McMullan, R. Morgan, and R. B. Murray.","Wiley,",c1977.
9952161846801401,.b10062786,"Socialism as it is; a survey of the world-wide revolutionary movement, by William English Walling.","The Macmillan company,",1912.
9952161947401401,.b10075975,The common reader : first series / Virginia Woolf.,"Hogarth Press,",1975.
9952162212101401,.b10133070,"Energy in America's future : the choices before us : a study / by the staff of the RFF National Energy Strategies Project ; by Sam H. Schurr, project director ... [et al.].","Published for Resources for the Future by Johns Hopkins University Press,",c1979.
9952162574501401,.b10185860,Programming in Common LISP / Rodney A. Brooks.,"Wiley,",c1985.
9952163081301401,.b10245418,Selected political writings of Rosa Luxemburg / edited and introd. by Dick Howard.,"Monthly Review Press,",1971.
9952163588901401,.b10297625,"A history of world communism / F. W. Deakin, H. Shukman, and H. T. Willetts.","Barnes & Noble Books,",1975.
9952164242401401,.b10363208,"The Who's Who of Nobel Prize winners, 1901-1990 / edited by Bernard S. Schlessinger and June H. Schlessinger ; Rashelle S. Karp, Louise Sherby, and Parvin Kujoory, associate editors ; foreword by Wilhelm Odelberg.","Oryx Press,",1991.
9952165667001401,.b10531932,"Grammatical man : information, entropy, language, and life / by Jeremy Campbell.","Simon and Schuster,",c1982.
9952165861801401,.b10577592,The minicomputer in the laboratory : with examples using the PDP-11 / James W. Cooper.,"Wiley,",1983.
9952166861601401,.b10678359,"Computability, complexity, and languages : fundamentals of theoretical computer science / Martin D. Davis, Elaine J. Weyuker.","Academic Press,",1983.
9952167090601401,.b10694109,"The duel and the oath / Henry Charles Lea ; with additional original documents in translation by Arthur C. Howland ; edited, with an introd. by Edward Peters.","University of Pennsylvania Press,",[1974]
9952167443701401,.b10737455,High performance computing : challenges for future systems / David J. Kuck.,"Oxford University Press,",1996.
9952167458701401,.b1077242x,"The bright island, by Arnold Bennett.",Doran,[c1925]
9952168177501401,.b1083879x,Japanese mythology.,"Hamlyn,",1969.
9952168577701401,.b10873703,"Programming language concepts / Carlo Ghezzi, Mehdi Jazayeri.","Wiley,",c1982.
9952169168501401,.b10943158,"The rise of Puritanism, or, The way to the New Jerusalem : as set forth in pulpit and press from Thomas Cartwright to John Lilburne and John Milton, 1570-1643 / William Haller.","University of Pennsylvania Press,",1984.
9952169475901401,.b11201150,"Church and Parliament; the reshaping of the Church of England, 1828-1860.","Stanford University Press,",1959.
9952169762001401,.b11217819,Structured computer organization / Andrew S. Tanenbaum.,"Prentice Hall,",c1990.
9952170458401401,.b11297505,Classics of Protestantism / edited by Vergilius Ferm.,"Philosophical Library,",1959.
9952170639201401,.b11299976,"COMMON LISP : the language / Guy L. Steele, Jr. ; with contributions by Scott E. Fahlman ... [et al.] and with contributions to the 2nd ed. by Daniel G. Bobrow ... [et al.].","Digital Press,",c1990.
9952170938501401,.b11329415,"Minds, machines, and the multiverse : the quest for the quantum computer / Julian Brown.","Simon & Schuster,",c2000.
9952171088501401,.b11369462,The Production and application of new industrial technology / Edwin Mansfield ... [et al.].,"Norton,",c1977.
9952171238601401,.b11361542,Computer models of thought and language / edited by Roger C. Schank [and] Kenneth Mark Colby.,"W. H. Freeman,",c1973.
9952171911601401,.b10981974,"Handbook of human-computer interaction / edited by Martin G. Helander, Thomas K. Landauer, Prasad V. Prabhu.","Elsevier,",1997.
9952172372301401,.b11064006,With their islands around them.,"Holt, Rinehart and Winston",[1974]
9952172908001401,.b11109105,A catalogue of the Ellis collection of ornithological books in the University of Kansas Libraries. Compiled by Robert M. Mengel.,,1972-
9952172955001401,.b11123163,The Scheme programming language / R. Kent Dybvig.,"Prentice-Hall,",c1987.
9952173474601401,.b11385698,Essays on the Iliad : selected modern criticism / edited by John Wright.,"Indiana University Press,",c1978.
9952173877001401,.b11472686,"Seven keys to Brazil, by Vera Kelsey ...",Funk & Wagnalls Company,[1941]
9952174298901401,.b1151663x,Computers and man / Richard C. Dorf.,"Boyd & Fraser Pub. Co.,",c1977.
9952174326801401,.b11515119,"Beginning programming with Ada / James A. Saxon, Robert E. Fritz.","Prentice-Hall,",c1983.
9952174796301401,.b11583435,"America, a sketch of its political, social, and religious character.","Belkap Press of Harvard University Press,",1961.
9952174976701401,.b11620547,A treasury of early Christianity.,"Viking Press,",1953.
9952174981501401,.b11620948,"As I see it, by Stephen S. Wise.","Jewish Opinion Publishing Corporation,",1944.
9952174983301401,.b11620122,Archibald the Arctic.,Appleton-Century-Crofts,[1956]
9952175141501401,.b11611133,Shakti : power in the conceptual structure of Karimpur religion / Susan Snow Wadley.,"Dept. of Anthropology, University of Chicago,",1975.
9952175435401401,.b11441860,PL/I and PL/C language manual / C. William Gear.,"Science Research Associates,",c1978.
9952175581901401,.b1165420x,"Tongues of fire; a bible of sacred scriptures of the pagan world, compiled by Grace H. Turnbull ...","The Macmillan Company,",1929.
9952175583301401,.b11652597,Quakers in science and industry; being an account of the Quaker contributions to science and industry during the 17th and 18th centuries.,Philosophical Library,[1950]
9952175698201401,.b1164509x,"The kingdom of Saint James; a narrative of the Mormons, by Milo M. Quaife ...",Yale University Press;,1930.
9952175711401401,.b1164462x,Methodism and the frontier; Indiana proving ground.,Columbia University Press,1941.
9952175972201401,.b11698871,Early American land companies : their influence on corporate development / by Shaw Livermore.,The Commonwealth Fund ;,1939.
9952175977101401,.b11698159,Determinants of investment behavior; a conference of the Universities-National Bureau Committee for Economic Research. Edited by Robert Ferber.,"National Bureau of Economic Research; distributed by Columbia University Press,",1967.
9952175979101401,.b11698500,"Scarcity and growth; the economics of natural resource availability, by Harold J. Barnett and Chandler Morse.","Published for Resources for the Future by Johns Hopkins Press, Baltimore",[1963]
9952175991901401,.b11693782,"The state theory of money, by Georg Friedrich Knapp.  Abridged ed., tr. by H. M. Lucas and J. Bonar.","Published on behalf of the Royal Economic Society by Macmillan and Co., limited,",1924.
9952176005601401,.b11692935,"The bank that banks built; the story of Savings Banks Trust Company, 1933-1958.",Harper,[1959]
9952176089401401,.b11699462,The land & the peasant in Rumania; the war and agrarian reform (1917-21),"H. Milford, Oxford University Press;",1930.
9952176103901401,.b11699681,"A study of land reforms in Uttar Pradesh, by Baljit Singh and Shridhar Misra.",East-West Center Press,[1965]
9952176131301401,.b11690409,"Domestic and foreign exchange, theory and practice, by Ira B. Cross.",The Macmillan company,[c1923] 1924.
9952176134301401,.b11690240,Boycotts and the labor struggle economic and legal aspects by Harry W. Laidler with an introduction by Henry R. Seager...,"John Lane company,",1914
9952176137101401,.b11691773,"Foreign banking systems, by E.H.D. Arndt, B.H. Beckhart, H.E. Butson ... [and others] Edited by H. Parker Willis and B.H. Beckhart.",H. Holt and Company,[c1929]
9952176177101401,.b11728607,The ecological basis for subsistence change among the Sandawe of Tanzania [by] James L. Newman.,"National Academy of Sciences,",1970.
9952176187601401,.b11718419,A time to choose : America's energy future : final report / by the Energy Policy Project of the Ford Foundation.,"Ballinger Pub. Co.,",1974.
9952176204601401,.b11715728,"Farm crisis, 1919-1923.","University of California Press,",1957.
9952176223201401,.b1171296x,"Capital, saving and credit in peasant societies : studies from Asia, Oceania, the Caribbean and Middle America / essays edited with two general essays, by Raymond Firth and B.S. Yamey.","Aldine Pub. Co.,",c1964.
9952176274901401,.b11725916,"Justice and administrative law; a study of the British Constitution, by William A. Robson.",Greenwood Press,[1970]
9952176291801401,.b11728000,"Subsistence agriculture and economic development, edited by Clifton R. Wharton, Jr.",Aldine Pub. Co.,[1969]
9952176392801401,.b11752373,Producing for the Web / Jason Whittaker.,"Routledge,",2000.
9952176438701401,.b11747067,Scientific discovery processes in humans and computers : theory and research in psychology and artificial intelligence / Morton Wagman.,"Praeger,",2000.
9952176479901401,.b11731928,"An outline of the British labor movement, by Paul Blanshard, with an introduction by the Rt. Hon. Arthur Henderson.",George H. Doran company,[c1923]
9952176502001401,.b11732581,"Trade unions in Canada, their development and functioning.","Macmillan Co. of Canada,",1948.
9952176504501401,.b11732313,"Capital and labor under fascism, by Carmen Haider, Ph.D.",Columbia university press;,1930.
9952176528401401,.b11733469,"The rise of the British coal industry, by J.U. Nef.","G. Routledge,",1932.
9952176541201401,.b11715789,"The agrarian history of Western Europe, A.D. 500-1850. Translated by Olive Ordish.","St. Martin's Press,",1963 [i. e. 1964]
9952177040301401,.b11826137,"Programming languages : design and implementation / Terrence W. Pratt, Marvin V. Zelkowitz.","Prentice Hall,",c1996.
9952177215901401,.b11879701,Data analysis with Excel : an introduction for physical scientists / Les Kirkup.,"Cambridge University Press,",2002.
9952177282601401,.b11920257,"PHP and MySQL Web development / Luke Welling, Laura Thompson.","Sams,",c2003.
9952177554701401,.b11979938,Emergence : from chaos to order / John H. Holland.,"Addison-Wesley,",c1998.
9952177589301401,.b11940918,The Internet under the hood : an introduction to network technologies for information professionals / Robert E. Molyneux.,"Libraries Unlimited,",c2003.
9952178046601401,.b11996158,"Reading and understanding research / Lawrence F. Locke, Stephen J. Silverman, Waneen Wyrick Spirduso.","Sage Publications,",c2004.
9952178536101401,.b12267703,The medium is the massage / Marshall McLuhan and Quentin Fiore; co-ordinated by Jerome Agel.,Bantam Books,1967.
9952179725201401,.b1389979x,Data structures and algorithm analysis in Java / Mark Allen Weiss.,"Pearson,",c2012.
9952179744101401,.b13910437,Algorithmic problem solving / Roland Backhouse.,"Wiley,",2011.
9952180208001401,.b18943524,"Emotions, technology, and design / edited by Sharon Y. Tettegah, Safiya Umoja Noble.","Elsevier Academic Press,",2016.
9952180575801401,.b19196143,Storytelling with data : a data visualization guide for business professionals / Cole Nussbaumer Knaflic.,"Wiley,",[2015]
9952181513201401,.b17460384,Thinking in systems : a primer / Donella H. Meadows ; edited by Diana Wright.,"Chelsea Green Pub.,",c2008.
9952181546701401,.b17668979,Raspberry Pi projects for the evil genius / Donald Norris.,"McGraw Hill Education,",[2014]
9952160769401401,.b10023240,America's way out: a program for democracy.,"The Macmillan Company,",1931.
9952160808201401,.b10026411,Communism and Christ. Foreword by Horace W. B. Donegan.,"Morehouse-Gorham Co.,",1952.
9952160809801401,.b10026198,A study of bolshevism.,"Free Press,",[1953]
9952160871101401,.b10019327,"Ourselves, inc.; the story of consumer free enterprise, by Leo R. Ward.",Harper & brothers,[1945]
9952160905201401,.b10000112,Comstock mining and miners. A reprint of the 1883 edition. Appropriate illus. have been added to augment the text. With introd. by David F. Myrick.,"Howell-North,",1959.
9952161363701401,.b10034237,"War debts and world prosperity, by Harold G. Moulton and Leo Pasvolsky.",Pub. for the Brookings Institution by the Century Co.,[1932]
9952161367101401,.b10033841,"Effects of Selective employment tax; final report, by W. B. Reddaway and D. R. Glynn [and others]","University Press,",1973.
9952161463201401,.b10031194,Christianizing the social order.,"The Macmillan company,",1912.
9952161480901401,.b10038930,"The structure of monetarism / Thomas Mayer, with contributions by Martin Bronfenbrenner ... [et al.].","Norton,",c1978.
9952161492301401,.b10032447,"Readings in the economics of taxation, selected by a committee of the American Economic Association. Selection committee for this volume: Richard A. Musgrave [and] Carl S. Shoup.","Published for the association by R. D. Irwin,",1959.
9952161493101401,.b10032356,"Planning and control of public works; report of the Committee on Recent Economic Changes of the President's Conference on Unemployment; including the report of Leo Wolman of the National Bureau of Economic Research, inc.","National Bureau of Economic Research, inc.,",1930.
9952161498901401,.b10034651,"Florentine public finances in the early Renaissance, 1400-1433.","Harvard University Press,",1971.
9952161507101401,.b10028353,"Marxism, one hundred years in the life of a doctrine, by Bertram D. Wolfe.","Dial Press,",1965.
9952161515801401,.b10020548,Socialist thought: a documentary history. Edited by Albert Fried and Ronald Sanders.,Aldine Publishing,[1964]
9952161520601401,.b10024268,The coming defeat of communism.,J. Day,[1950]
9952161556301401,.b10060455,"Federal budget and fiscal policy, 1789-1958.",Brookings Institution,[1959]
9952161854601401,.b10100702,Gender and culture : kibbutz women revisited / Melford E. Spiro.,"Duke University Press,",1979.
9952162019201401,.b10109183,"The cultural roots of national socialism / Hermann Glaser ; translated, with an introd. and notes, by Ernest A. Menze.","University of Texas Press,",c1978.
9952162138001401,.b10100283,The endangered sector / Waldemar A. Nielsen.,"Columbia University Press,",1979.
9952162251001401,.b10122503,From primitives to Zen ; a thematic sourcebook of the history of religions.,"Harper & Row,",1977.
